detection_value,reward,turn,episode,adversarial,functional,actions_taken,malware
0.9644424508458028,3.6300000000000003,1,1,0,1,[section_rename],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9955722726535625,3.9600000000000004,2,1,0,1,[section_rename; section_append],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9955722726535625,4.29,3,1,0,1,[section_rename; section_append; section_append],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9976301274884837,4.62,4,1,0,1,[section_rename; section_append; section_append; section_rename],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9765250970183803,4.95,5,1,0,1,[section_rename; section_append; section_append; section_rename; section_append],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9765250970183803,5.28,6,1,0,1,[section_rename; section_append; section_append; section_rename; section_append; overlay_append],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9765250970183803,5.61,7,1,0,1,[section_rename; section_append; section_append; section_rename; section_append; overlay_append; section_rename],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9652886182420665,5.94,8,1,0,1,[section_rename; section_append; section_append; section_rename; section_append; overlay_append; section_rename; section_add],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9652886182420665,6.2700000000000005,9,1,0,1,[section_rename; section_append; section_append; section_rename; section_append; overlay_append; section_rename; section_add; section_rename],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9652886182420665,6.6000000000000005,10,1,0,1,[section_rename; section_append; section_append; section_rename; section_append; overlay_append; section_rename; section_add; section_rename; upx_unpack],6a2a639f212e1d59e964e24485b26f450196b79af07534d7f3b90055fdbbc984
0.9778479546896778,3.6300000000000003,1,2,0,1,[section_rename],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9955722726535625,3.9600000000000004,2,2,0,1,[section_rename; section_rename],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9955722726535625,4.29,3,2,0,1,[section_rename; section_rename; section_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9976301274884837,4.62,4,2,0,1,[section_rename; section_rename; section_append; section_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9774465023175936,4.95,5,2,0,1,[section_rename; section_rename; section_append; section_append; section_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9774465023175936,5.28,6,2,0,1,[section_rename; section_rename; section_append; section_append; section_append; overlay_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9764688690551505,5.61,7,2,0,1,[section_rename; section_rename; section_append; section_append; section_append; overlay_append; imports_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9764688690551505,5.94,8,2,0,1,[section_rename; section_rename; section_append; section_append; section_append; overlay_append; imports_append; overlay_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9764688690551505,6.2700000000000005,9,2,0,1,[section_rename; section_rename; section_append; section_append; section_append; overlay_append; imports_append; overlay_append; section_append],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9764688690551505,6.6000000000000005,10,2,0,1,[section_rename; section_rename; section_append; section_append; section_append; overlay_append; imports_append; overlay_append; section_append; upx_unpack],d46a44ac2594eee40878d246a0a32e565416e19fcd9c3111bca92c1acc253ae3
0.9489686424096149,3.6300000000000003,1,3,0,1,[section_append],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9955722726535625,3.9600000000000004,2,3,0,1,[section_append; upx_pack],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9955722726535625,4.29,3,3,0,1,[section_append; upx_pack; section_append],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9976301274884837,4.62,4,3,0,1,[section_append; upx_pack; section_append; remove_signature],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9489686424096149,4.95,5,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9680432385214408,5.28,6,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append; section_add],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9680432385214408,5.61,7,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append; section_add; remove_debug],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9748877623972797,5.94,8,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append; section_add; remove_debug; imports_append],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9748877623972797,6.2700000000000005,9,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append; section_add; remove_debug; imports_append; break_optional_header_checksum],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9748877623972797,6.6000000000000005,10,3,0,1,[section_append; upx_pack; section_append; remove_signature; section_append; section_add; remove_debug; imports_append; break_optional_header_checksum; section_rename],588f05b50a7a74ce24c0d88fdd7024ca3b22ea6a23806fbea8a674a5e6515808
0.9907162575839875,3.6300000000000003,1,4,0,1,[break_optional_header_checksum],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9955722726535625,3.9600000000000004,2,4,0,1,[break_optional_header_checksum; remove_debug],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9955722726535625,4.29,3,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9976301274884837,4.62,4,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9907162575839875,4.95,5,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9818217800977332,5.28,6,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append; section_add],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9818217800977332,5.61,7,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append; section_add; section_add],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9818217800977332,5.94,8,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append; section_add; section_add; section_append],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.981518780558183,6.2700000000000005,9,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append; section_add; section_add; section_append; remove_signature],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.981518780558183,6.6000000000000005,10,4,0,1,[break_optional_header_checksum; remove_debug; overlay_append; overlay_append; section_append; section_add; section_add; section_append; remove_signature; section_append],074a26be1ec977bac36e9ea2ff8cf3c114bab5b38e19d578bed6393ef687b788
0.9177995432967547,3.6300000000000003,1,5,0,1,[section_append],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9955722726535625,3.9600000000000004,2,5,0,1,[section_append; overlay_append],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9955722726535625,4.29,3,5,0,1,[section_append; overlay_append; break_optional_header_checksum],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9976301274884837,4.62,4,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,4.95,5,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,5.28,6,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename; remove_debug],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,5.61,7,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename; remove_debug; section_append],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,5.94,8,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename; remove_debug; section_append; section_rename],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,6.2700000000000005,9,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename; remove_debug; section_append; section_rename; section_append],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9568575972378816,6.6000000000000005,10,5,0,1,[section_append; overlay_append; break_optional_header_checksum; remove_signature; section_rename; remove_debug; section_append; section_rename; section_append; remove_signature],21be4ebbbc8a520153060ebb2772ec50f56a8fc0ba483a56e553649dae0e02e4
0.9907499714264651,3.6300000000000003,1,6,0,1,[overlay_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9955722726535625,3.9600000000000004,2,6,0,1,[overlay_append; section_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9955722726535625,4.29,3,6,0,1,[overlay_append; section_append; section_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9976301274884837,4.62,4,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.99146579641377,4.95,5,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9901616627791898,5.28,6,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add; section_add],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9901616627791898,5.61,7,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add; section_add; section_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9901616627791898,5.94,8,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add; section_add; section_append; section_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9809020968866119,6.2700000000000005,9,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add; section_add; section_append; section_append; section_add],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9809020968866119,6.6000000000000005,10,6,0,1,[overlay_append; section_append; section_append; break_optional_header_checksum; section_add; section_add; section_append; section_append; section_add; section_append],369090f6ff0e6cb0aa0c29a2f370b4d607e5219e2d93be61fa59c26ce8bd87c1
0.9641417011954386,3.6300000000000003,1,7,0,1,[section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9955722726535625,3.9600000000000004,2,7,0,1,[section_append; section_add],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9955722726535625,4.29,3,7,0,1,[section_append; section_add; remove_signature],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9976301274884837,4.62,4,7,0,1,[section_append; section_add; remove_signature; remove_signature],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9724173835814142,4.95,5,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9592311404603603,5.28,6,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append; section_add],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9592311404603603,5.61,7,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append; section_add; section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9592311404603603,5.94,8,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append; section_add; section_append; section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9592311404603603,6.2700000000000005,9,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append; section_add; section_append; section_append; section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9592311404603603,6.6000000000000005,10,7,0,1,[section_append; section_add; remove_signature; remove_signature; section_append; section_add; section_append; section_append; section_append; section_append],e4cd41687ee4a881aa774e013479894a683f69f562a67c4bdcf126918b5a9296
0.9954895657601932,3.6300000000000003,1,8,0,1,[section_rename],6fb9111e0c2cade5834bbcad9b0740dca1a0b7c9f2b1d87fefb2b95a3a461538
0.9955722726535625,3.9600000000000004,2,8,0,1,[section_rename; break_optional_header_checksum],6fb9111e0c2cade5834bbcad9b0740dca1a0b7c9f2b1d87fefb2b95a3a461538
0.9955722726535625,4.29,3,8,0,1,[section_rename; break_optional_header_checksum; section_add],6fb9111e0c2cade5834bbcad9b0740dca1a0b7c9f2b1d87fefb2b95a3a461538
