detection_value,reward,turn,episode,adversarial,functional,actions_taken,malware
0.9974745516821151,3.6300000000000003,1,3,0,1,[section_rename],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9974530333900901,3.9600000000000004,2,3,0,1,[section_rename; overlay_append],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9974530333900901,4.29,3,3,0,1,[section_rename; overlay_append; break_optional_header_checksum],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9975313586325084,4.62,4,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9975313586325084,4.95,5,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9975313586325084,5.28,6,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug; remove_debug],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9970538078164991,5.61,7,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug; remove_debug; section_rename],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9942686001763338,5.94,8,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug; remove_debug; section_rename; imports_append],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9946047813732759,6.2700000000000005,9,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug; remove_debug; section_rename; imports_append; section_add],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.994386634411765,6.6000000000000005,10,3,0,1,[section_rename; overlay_append; break_optional_header_checksum; imports_append; remove_debug; remove_debug; section_rename; imports_append; section_add; imports_append],fa106b3322d8fa5e4a43bafb3e7f70988accda24.exe
0.9882438371117053,3.6300000000000003,1,18,0,1,[imports_append],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9882438371117053,3.9600000000000004,2,18,0,1,[imports_append; remove_debug],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9882438371117053,4.29,3,18,0,1,[imports_append; remove_debug; overlay_append],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9882438371117053,4.62,4,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9882438371117053,4.95,5,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9882438371117053,5.28,6,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename; section_rename],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9825548026369688,5.61,7,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename; section_rename; section_add],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9795369949612469,5.94,8,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename; section_rename; section_add; section_add],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9795369949612469,6.2700000000000005,9,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename; section_rename; section_add; section_add; break_optional_header_checksum],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9795369949612469,6.6000000000000005,10,18,0,1,[imports_append; remove_debug; overlay_append; break_optional_header_checksum; section_rename; section_rename; section_add; section_add; break_optional_header_checksum; overlay_append],ee6fb1667f7a136d4595e36f50db8ca183b798ed.exe
0.9952606559036883,3.6300000000000003,1,40,0,1,[remove_debug],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.9952606559036883,3.9600000000000004,2,40,0,1,[remove_debug; break_optional_header_checksum],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.995284286695122,4.29,3,40,0,1,[remove_debug; break_optional_header_checksum; imports_append],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.995284286695122,4.62,4,40,0,1,[remove_debug; break_optional_header_checksum; imports_append; overlay_append],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.995284286695122,4.95,5,40,0,1,[remove_debug; break_optional_header_checksum; imports_append; overlay_append; remove_debug],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.9915258502981236,5.28,6,40,0,1,[remove_debug; break_optional_header_checksum; imports_append; overlay_append; remove_debug; imports_append],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.9911181201143363,5.61,7,40,0,1,[remove_debug; break_optional_header_checksum; imports_append; overlay_append; remove_debug; imports_append; imports_append],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
0.9914863612474442,5.94,8,40,0,1,[remove_debug; break_optional_header_checksum; imports_append; overlay_append; remove_debug; imports_append; imports_append; section_add],71133587184c28d6ceb34174b18a903a8cfbb8ed.exe
