detection_value,reward,turn,episode,adversarial,functional,actions_taken,malware
0.9505773739460647,3.6300000000000003,1,1,0,1,[upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9505773739460647,3.9600000000000004,2,1,0,1,[upx_unpack; overlay_append],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9363898045232689,4.29,3,1,0,1,[upx_unpack; overlay_append; imports_append],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9363898045232689,4.62,4,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9363898045232689,4.95,5,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9363898045232689,5.28,6,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack; upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9303832505568362,5.61,7,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack; upx_unpack; section_add],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9303832505568362,5.94,8,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack; upx_unpack; section_add; upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9303832505568362,6.2700000000000005,9,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack; upx_unpack; section_add; upx_unpack; upx_unpack],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.9303832505568362,6.6000000000000005,10,1,0,1,[upx_unpack; overlay_append; imports_append; upx_unpack; upx_unpack; upx_unpack; section_add; upx_unpack; upx_unpack; section_append],0d35f99d1d5a9f826cd8fb7efadda7122996e62476ad0c4144a2523bb8a10675
0.988320905281387,3.6300000000000003,1,2,0,1,[upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,3.9600000000000004,2,2,0,1,[upx_unpack; upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,4.29,3,2,0,1,[upx_unpack; upx_unpack; upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,4.62,4,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,4.95,5,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,5.28,6,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append; remove_debug],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.988320905281387,5.61,7,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append; remove_debug; overlay_append],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.9779899928023063,5.94,8,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append; remove_debug; overlay_append; imports_append],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.9779899928023063,6.2700000000000005,9,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append; remove_debug; overlay_append; imports_append; upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.9779899928023063,6.6000000000000005,10,2,0,1,[upx_unpack; upx_unpack; upx_unpack; upx_unpack; overlay_append; remove_debug; overlay_append; imports_append; upx_unpack; upx_unpack],a029253d33be70a5950827618be9f8f7f276d008cc714bb72b74ac9f74a1abb7
0.998837189362125,3.6300000000000003,1,3,0,1,[upx_unpack],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9989183205171093,3.9600000000000004,2,3,0,1,[upx_unpack; imports_append],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9989183205171093,4.29,3,3,0,1,[upx_unpack; imports_append; overlay_append],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9989183205171093,4.62,4,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9990046535744355,4.95,5,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9990046535744355,5.28,6,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append; section_append],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9990046535744355,5.61,7,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append; section_append; upx_unpack],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9990046535744355,5.94,8,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append; section_append; upx_unpack; upx_unpack],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9981674252031925,6.2700000000000005,9,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append; section_append; upx_unpack; upx_unpack; imports_append],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9981674252031925,6.6000000000000005,10,3,0,1,[upx_unpack; imports_append; overlay_append; upx_unpack; overlay_append; section_append; upx_unpack; upx_unpack; imports_append; upx_unpack],492d56a2643e1e8196933deb3368d249bffad944bd84a460f36adf66673b8fe5
0.9969624097520757,3.6300000000000003,1,4,0,1,[overlay_append],d72a129c1931ff9695e5113675b6b3284ed3a07dffe5d62cc68952839852b0ad
0.9781366111739465,3.9600000000000004,2,4,0,1,[overlay_append; upx_pack],d72a129c1931ff9695e5113675b6b3284ed3a07dffe5d62cc68952839852b0ad
0.9781366111739465,4.29,3,4,0,1,[overlay_append; upx_pack; section_add],d72a129c1931ff9695e5113675b6b3284ed3a07dffe5d62cc68952839852b0ad
0.9781366111739465,4.62,4,4,0,1,[overlay_append; upx_pack; section_add; section_append],d72a129c1931ff9695e5113675b6b3284ed3a07dffe5d62cc68952839852b0ad
0.9781366111739465,4.95,5,4,0,1,[overlay_append; upx_pack; section_add; section_append; upx_unpack],d72a129c1931ff9695e5113675b6b3284ed3a07dffe5d62cc68952839852b0ad
